Liczba_Epok_Max,Rozmiar_Populacji,Typ_Tuneli,Konfiguracja,Generacja,Najlepszy_wynik,Czas_s
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,26,0.06623170302036696,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,27,0.05838810513013563,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,28,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,29,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,30,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,31,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,32,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,33,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,34,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,35,0.039009123858940495,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,36,0.03326860872734221,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,37,0.024178094774948047,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,38,0.020990864484451036,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,39,0.020990864484451036,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,40,0.01827904364345133,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,41,0.01827904364345133,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,42,0.016010421711735855,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,43,0.011919230206396176,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,44,0.010931944370246813,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,45,0.0057086499287279414,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,46,0.0057086499287279414,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,47,0.0047772004815669735,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,48,0.0029188324205011214,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,49,0.0016690543743171165,0.31255054473876953
50,60,Mało tuneli,Epoki: 50 | Pop: 60 | Tunele: Mało tuneli,50,0.0012620173167715973,0.31255054473876953
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,1,19.001064891588207,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,2,15.79333073749564,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,3,3.52074523861211,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,4,2.8404329477789534,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,5,2.2463026608391927,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,6,1.3868526694476482,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,7,1.030690341039402,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,8,0.44812353344190614,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,9,0.44812353344190614,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,10,0.44812353344190614,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,11,0.4372474295366012,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,12,0.36669761115685423,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,13,0.36669761115685423,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,14,0.36669761115685423,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,15,0.16901413527395587,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,16,0.16901413527395587,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,17,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,18,0.09033564880924727,0.3481128215789795
50,60,Standard,Epoki: 50 | Pop: 60 | Tunele: Standard,19,0.09033564880924727,0.3481128215789795
